kegg_pathway	entrezgene	kegg_pathway_definition
00010	PA3629	Glycolysis / Gluconeogenesis
00010	PA3635	Glycolysis / Gluconeogenesis
00010	PA4022	Glycolysis / Gluconeogenesis
00010	PA4152	Glycolysis / Gluconeogenesis
00010	PA4329	Glycolysis / Gluconeogenesis
00010	PA4732	Glycolysis / Gluconeogenesis
00010	PA4733	Glycolysis / Gluconeogenesis
00010	PA4748	Glycolysis / Gluconeogenesis
00010	PA4829	Glycolysis / Gluconeogenesis
00010	PA4899	Glycolysis / Gluconeogenesis
00010	PA5015	Glycolysis / Gluconeogenesis
00010	PA5016	Glycolysis / Gluconeogenesis
00010	PA5110	Glycolysis / Gluconeogenesis
00010	PA5131	Glycolysis / Gluconeogenesis
00010	PA5192	Glycolysis / Gluconeogenesis
00010	PA5322	Glycolysis / Gluconeogenesis
00010	PA5422	Glycolysis / Gluconeogenesis
00010	PA5427	Glycolysis / Gluconeogenesis
00020	PA0854	Citrate cycle (TCA cycle)
00020	PA1562	Citrate cycle (TCA cycle)
00020	PA1580	Citrate cycle (TCA cycle)
00020	PA1581	Citrate cycle (TCA cycle)
00020	PA1582	Citrate cycle (TCA cycle)
00020	PA1583	Citrate cycle (TCA cycle)
00020	PA1584	Citrate cycle (TCA cycle)
00020	PA1585	Citrate cycle (TCA cycle)
00020	PA1586	Citrate cycle (TCA cycle)
00020	PA1587	Citrate cycle (TCA cycle)
00020	PA1588	Citrate cycle (TCA cycle)
00020	PA1589	Citrate cycle (TCA cycle)
00020	PA1787	Citrate cycle (TCA cycle)
00020	PA2250	Citrate cycle (TCA cycle)
00020	PA2623	Citrate cycle (TCA cycle)
00020	PA2624	Citrate cycle (TCA cycle)
00020	PA3415	Citrate cycle (TCA cycle)
00020	PA3416	Citrate cycle (TCA cycle)
00020	PA3417	Citrate cycle (TCA cycle)
00020	PA3452	Citrate cycle (TCA cycle)
00020	PA4152	Citrate cycle (TCA cycle)
00020	PA4333	Citrate cycle (TCA cycle)
00020	PA4470	Citrate cycle (TCA cycle)
00020	PA4640	Citrate cycle (TCA cycle)
00020	PA4829	Citrate cycle (TCA cycle)
00020	PA5015	Citrate cycle (TCA cycle)
00020	PA5016	Citrate cycle (TCA cycle)
00020	PA5192	Citrate cycle (TCA cycle)
00020	PA5435	Citrate cycle (TCA cycle)
00020	PA5436	Citrate cycle (TCA cycle)
00020	PA5445	Citrate cycle (TCA cycle)
00030	PA0330	Pentose phosphate pathway
00030	PA0548	Pentose phosphate pathway
00030	PA0555	Pentose phosphate pathway
00030	PA0607	Pentose phosphate pathway
00030	PA0849	Pentose phosphate pathway
00030	PA1499	Pentose phosphate pathway
00030	PA1950	Pentose phosphate pathway
00030	PA2261	Pentose phosphate pathway
00030	PA2263	Pentose phosphate pathway
00030	PA2264	Pentose phosphate pathway
00030	PA2265	Pentose phosphate pathway
00030	PA2290	Pentose phosphate pathway
00030	PA2321	Pentose phosphate pathway
00030	PA2323	Pentose phosphate pathway
00030	PA2796	Pentose phosphate pathway
00030	PA3131	Pentose phosphate pathway
00030	PA3181	Pentose phosphate pathway
00030	PA3182	Pentose phosphate pathway
00030	PA3183	Pentose phosphate pathway
00030	PA3194	Pentose phosphate pathway
00030	PA3373	Pentose phosphate pathway
00030	PA3896	Pentose phosphate pathway
00030	PA4670	Pentose phosphate pathway
00030	PA4732	Pentose phosphate pathway
00030	PA5110	Pentose phosphate pathway
00030	PA5322	Pentose phosphate pathway
00030	PA5439	Pentose phosphate pathway
00040	PA0607	Pentose and glucuronate interconversions
00040	PA1253	Pentose and glucuronate interconversions
00040	PA2022	Pentose and glucuronate interconversions
00040	PA2023	Pentose and glucuronate interconversions
00040	PA2217	Pentose and glucuronate interconversions
00040	PA2343	Pentose and glucuronate interconversions
00040	PA3559	Pentose and glucuronate interconversions
00051	PA0555	Fructose and mannose metabolism
00051	PA2215	Fructose and mannose metabolism
00051	PA2232	Fructose and mannose metabolism
00051	PA2342	Fructose and mannose metabolism
00051	PA2344	Fructose and mannose metabolism
00051	PA3540	Fructose and mannose metabolism
00051	PA3541	Fructose and mannose metabolism
00051	PA3542	Fructose and mannose metabolism
00051	PA3545	Fructose and mannose metabolism
00051	PA3547	Fructose and mannose metabolism
00051	PA3551	Fructose and mannose metabolism
00051	PA3560	Fructose and mannose metabolism
00051	PA3561	Fructose and mannose metabolism
00051	PA4748	Fructose and mannose metabolism
00051	PA5110	Fructose and mannose metabolism
00051	PA5322	Fructose and mannose metabolism
00051	PA5452	Fructose and mannose metabolism
00051	PA5453	Fructose and mannose metabolism
00051	PA5454	Fructose and mannose metabolism
00052	PA1384	Galactose metabolism
00052	PA2023	Galactose metabolism
00052	PA3193	Galactose metabolism
00052	PA4068	Galactose metabolism
00052	PA5322	Galactose metabolism
00053	PA1027	Ascorbate and aldarate metabolism
00053	PA1253	Ascorbate and aldarate metabolism
00053	PA2022	Ascorbate and aldarate metabolism
00053	PA2217	Ascorbate and aldarate metabolism
00053	PA3559	Ascorbate and aldarate metabolism
00053	PA4899	Ascorbate and aldarate metabolism
00061	PA0098	Fatty acid biosynthesis
00061	PA0182	Fatty acid biosynthesis
00061	PA0494	Fatty acid biosynthesis
00061	PA1373	Fatty acid biosynthesis
00061	PA1470	Fatty acid biosynthesis
00061	PA1609	Fatty acid biosynthesis
00061	PA1610	Fatty acid biosynthesis
00061	PA1806	Fatty acid biosynthesis
00061	PA1827	Fatty acid biosynthesis
00061	PA2950	Fatty acid biosynthesis
00061	PA2965	Fatty acid biosynthesis
00061	PA2967	Fatty acid biosynthesis
00061	PA2968	Fatty acid biosynthesis
00061	PA3112	Fatty acid biosynthesis
00061	PA3299	Fatty acid biosynthesis
00061	PA3300	Fatty acid biosynthesis
00061	PA3333	Fatty acid biosynthesis
00061	PA3639	Fatty acid biosynthesis
00061	PA3645	Fatty acid biosynthesis
00061	PA4089	Fatty acid biosynthesis
00061	PA4389	Fatty acid biosynthesis
00061	PA4786	Fatty acid biosynthesis
00061	PA4847	Fatty acid biosynthesis
00061	PA4848	Fatty acid biosynthesis
00061	PA5174	Fatty acid biosynthesis
00061	PA5524	Fatty acid biosynthesis
00071	PA0447	Fatty acid degradation
00071	PA0879	Fatty acid degradation
00071	PA1027	Fatty acid degradation
00071	PA1187	Fatty acid degradation
00071	PA1525	Fatty acid degradation
00071	PA1535	Fatty acid degradation
00071	PA1629	Fatty acid degradation
00071	PA1736	Fatty acid degradation
00071	PA1737	Fatty acid degradation
00071	PA1748	Fatty acid degradation
00071	PA1821	Fatty acid degradation
00071	PA2001	Fatty acid degradation
00071	PA2550	Fatty acid degradation
00071	PA2552	Fatty acid degradation
00071	PA2553	Fatty acid degradation
00071	PA2574	Fatty acid degradation
00071	PA2815	Fatty acid degradation
00071	PA2940	Fatty acid degradation
00071	PA3013	Fatty acid degradation
00071	PA3014	Fatty acid degradation
00071	PA3299	Fatty acid degradation
00071	PA3300	Fatty acid degradation
00071	PA3426	Fatty acid degradation
00071	PA3454	Fatty acid degradation
00071	PA3589	Fatty acid degradation
00071	PA3629	Fatty acid degradation
00071	PA3925	Fatty acid degradation
00071	PA4435	Fatty acid degradation
00071	PA4785	Fatty acid degradation
00071	PA4899	Fatty acid degradation
00071	PA4994	Fatty acid degradation
00071	PA5349	Fatty acid degradation
00071	PA5427	Fatty acid degradation
00072	PA1736	Synthesis and degradation of ketone bodies
00072	PA1999	Synthesis and degradation of ketone bodies
00072	PA2000	Synthesis and degradation of ketone bodies
00072	PA2001	Synthesis and degradation of ketone bodies
00072	PA2003	Synthesis and degradation of ketone bodies
00072	PA2011	Synthesis and degradation of ketone bodies
00072	PA2553	Synthesis and degradation of ketone bodies
00072	PA3589	Synthesis and degradation of ketone bodies
00072	PA3925	Synthesis and degradation of ketone bodies
00072	PA4785	Synthesis and degradation of ketone bodies
00130	PA0242	Ubiquinone and other terpenoid-quinone biosynthesis
00130	PA0254	Ubiquinone and other terpenoid-quinone biosynthesis
00130	PA0655	Ubiquinone and other terpenoid-quinone biosynthesis
00130	PA0865	Ubiquinone and other terpenoid-quinone biosynthesis
00130	PA0949	Ubiquinone and other terpenoid-quinone biosynthesis
00130	PA0968	Ubiquinone and other terpenoid-quinone biosynthesis
00130	PA1224	Ubiquinone and other terpenoid-quinone biosynthesis
00130	PA1225	Ubiquinone and other terpenoid-quinone biosynthesis
00130	PA1618	Ubiquinone and other terpenoid-quinone biosynthesis
00130	PA3171	Ubiquinone and other terpenoid-quinone biosynthesis
00130	PA4019	Ubiquinone and other terpenoid-quinone biosynthesis
00130	PA4231	Ubiquinone and other terpenoid-quinone biosynthesis
00130	PA4975	Ubiquinone and other terpenoid-quinone biosynthesis
00130	PA5063	Ubiquinone and other terpenoid-quinone biosynthesis
00130	PA5221	Ubiquinone and other terpenoid-quinone biosynthesis
00130	PA5223	Ubiquinone and other terpenoid-quinone biosynthesis
00130	PA5237	Ubiquinone and other terpenoid-quinone biosynthesis
00130	PA5357	Ubiquinone and other terpenoid-quinone biosynthesis
00130	PA5358	Ubiquinone and other terpenoid-quinone biosynthesis
00190	PA0105	Oxidative phosphorylation
00190	PA0106	Oxidative phosphorylation
00190	PA0107	Oxidative phosphorylation
00190	PA0108	Oxidative phosphorylation
00190	PA0112	Oxidative phosphorylation
00190	PA0113	Oxidative phosphorylation
00190	PA0141	Oxidative phosphorylation
00190	PA1317	Oxidative phosphorylation
00190	PA1318	Oxidative phosphorylation
00190	PA1319	Oxidative phosphorylation
00190	PA1320	Oxidative phosphorylation
00190	PA1321	Oxidative phosphorylation
00190	PA1552	Oxidative phosphorylation
00190	PA1552.1	Oxidative phosphorylation
00190	PA1553	Oxidative phosphorylation
00190	PA1554	Oxidative phosphorylation
00190	PA1555	Oxidative phosphorylation
00190	PA1556	Oxidative phosphorylation
00190	PA1557	Oxidative phosphorylation
00190	PA1581	Oxidative phosphorylation
00190	PA1582	Oxidative phosphorylation
00190	PA1583	Oxidative phosphorylation
00190	PA1584	Oxidative phosphorylation
00190	PA1856	Oxidative phosphorylation
00190	PA1883	Oxidative phosphorylation
00190	PA2428	Oxidative phosphorylation
00190	PA2637	Oxidative phosphorylation
00190	PA2638	Oxidative phosphorylation
00190	PA2639	Oxidative phosphorylation
00190	PA2640	Oxidative phosphorylation
00190	PA2641	Oxidative phosphorylation
00190	PA2642	Oxidative phosphorylation
00190	PA2643	Oxidative phosphorylation
00190	PA2644	Oxidative phosphorylation
00190	PA2645	Oxidative phosphorylation
00190	PA2646	Oxidative phosphorylation
00190	PA2647	Oxidative phosphorylation
00190	PA2648	Oxidative phosphorylation
00190	PA2649	Oxidative phosphorylation
00190	PA2691	Oxidative phosphorylation
00190	PA3929	Oxidative phosphorylation
00190	PA3930	Oxidative phosphorylation
00190	PA4031	Oxidative phosphorylation
00190	PA4133	Oxidative phosphorylation
00190	PA4429	Oxidative phosphorylation
00190	PA4430	Oxidative phosphorylation
00190	PA4431	Oxidative phosphorylation
00190	PA4538	Oxidative phosphorylation
00190	PA5242	Oxidative phosphorylation
00190	PA5553	Oxidative phosphorylation
00190	PA5554	Oxidative phosphorylation
00190	PA5555	Oxidative phosphorylation
00190	PA5556	Oxidative phosphorylation
00190	PA5557	Oxidative phosphorylation
00190	PA5558	Oxidative phosphorylation
00190	PA5559	Oxidative phosphorylation
00190	PA5560	Oxidative phosphorylation
00220	PA0296	Arginine biosynthesis
00220	PA0298	Arginine biosynthesis
00220	PA0530	Arginine biosynthesis
00220	PA0662	Arginine biosynthesis
00220	PA1337	Arginine biosynthesis
00220	PA1566	Arginine biosynthesis
00220	PA1638	Arginine biosynthesis
00220	PA2040	Arginine biosynthesis
00220	PA2828	Arginine biosynthesis
00220	PA3068	Arginine biosynthesis
00220	PA3356	Arginine biosynthesis
00220	PA3525	Arginine biosynthesis
00220	PA3537	Arginine biosynthesis
00220	PA4402	Arginine biosynthesis
00220	PA4588	Arginine biosynthesis
00220	PA4865	Arginine biosynthesis
00220	PA4867	Arginine biosynthesis
00220	PA4868	Arginine biosynthesis
00220	PA5119	Arginine biosynthesis
00220	PA5171	Arginine biosynthesis
00220	PA5172	Arginine biosynthesis
00220	PA5173	Arginine biosynthesis
00220	PA5204	Arginine biosynthesis
00220	PA5206	Arginine biosynthesis
00220	PA5263	Arginine biosynthesis
00220	PA5323	Arginine biosynthesis
00220	PA5390	Arginine biosynthesis
00220	PA5508	Arginine biosynthesis
00220	PA5522	Arginine biosynthesis
00230	PA0134	Purine metabolism
00230	PA0143	Purine metabolism
00230	PA0148	Purine metabolism
00230	PA0387	Purine metabolism
00230	PA0590	Purine metabolism
00230	PA0934	Purine metabolism
00230	PA0935	Purine metabolism
00230	PA0944	Purine metabolism
00230	PA0945	Purine metabolism
00230	PA1013	Purine metabolism
00230	PA1124	Purine metabolism
00230	PA1140	Purine metabolism
00230	PA1155	Purine metabolism
00230	PA1156	Purine metabolism
00230	PA1393	Purine metabolism
00230	PA1498	Purine metabolism
00230	PA1514	Purine metabolism
00230	PA1515	Purine metabolism
00230	PA1518	Purine metabolism
00230	PA1521	Purine metabolism
00230	PA1523	Purine metabolism
00230	PA1524	Purine metabolism
00230	PA1543	Purine metabolism
00230	PA1574	Purine metabolism
00230	PA1920	Purine metabolism
00230	PA1931	Purine metabolism
00230	PA1932	Purine metabolism
00230	PA1933	Purine metabolism
00230	PA2629	Purine metabolism
00230	PA3043	Purine metabolism
00230	PA3108	Purine metabolism
00230	PA3217	Purine metabolism
00230	PA3516	Purine metabolism
00230	PA3517	Purine metabolism
00230	PA3625	Purine metabolism
00230	PA3686	Purine metabolism
00230	PA3751	Purine metabolism
00230	PA3763	Purine metabolism
00230	PA3769	Purine metabolism
00230	PA3770	Purine metabolism
00230	PA3807	Purine metabolism
00230	PA3970	Purine metabolism
00230	PA4115	Purine metabolism
00230	PA4329	Purine metabolism
00230	PA4442	Purine metabolism
00230	PA4443	Purine metabolism
00230	PA4645	Purine metabolism
00230	PA4670	Purine metabolism
00230	PA4854	Purine metabolism
00230	PA4855	Purine metabolism
00230	PA4865	Purine metabolism
00230	PA4867	Purine metabolism
00230	PA4868	Purine metabolism
00230	PA4938	Purine metabolism
00230	PA4969	Purine metabolism
00230	PA4971	Purine metabolism
00230	PA5173	Purine metabolism
00230	PA5176	Purine metabolism
00230	PA5177	Purine metabolism
00230	PA5241	Purine metabolism
00230	PA5272	Purine metabolism
00230	PA5298	Purine metabolism
00230	PA5322	Purine metabolism
00230	PA5336	Purine metabolism
00230	PA5338	Purine metabolism
00230	PA5425	Purine metabolism
00230	PA5426	Purine metabolism
00230	PA5497	Purine metabolism
00240	PA0342	Pyrimidine metabolism
00240	PA0401	Pyrimidine metabolism
00240	PA0402	Pyrimidine metabolism
00240	PA0403	Pyrimidine metabolism
00240	PA0437	Pyrimidine metabolism
00240	PA0439	Pyrimidine metabolism
00240	PA0440	Pyrimidine metabolism
00240	PA0441	Pyrimidine metabolism
00240	PA0444	Pyrimidine metabolism
00240	PA0935	Pyrimidine metabolism
00240	PA1155	Pyrimidine metabolism
00240	PA1156	Pyrimidine metabolism
00240	PA1574	Pyrimidine metabolism
00240	PA1920	Pyrimidine metabolism
00240	PA2876	Pyrimidine metabolism
00240	PA2962	Pyrimidine metabolism
00240	PA3050	Pyrimidine metabolism
00240	PA3163	Pyrimidine metabolism
00240	PA3480	Pyrimidine metabolism
00240	PA3527	Pyrimidine metabolism
00240	PA3625	Pyrimidine metabolism
00240	PA3637	Pyrimidine metabolism
00240	PA3654	Pyrimidine metabolism
00240	PA3807	Pyrimidine metabolism
00240	PA4115	Pyrimidine metabolism
00240	PA4646	Pyrimidine metabolism
00240	PA4756	Pyrimidine metabolism
00240	PA4758	Pyrimidine metabolism
00240	PA5177	Pyrimidine metabolism
00240	PA5321	Pyrimidine metabolism
00240	PA5331	Pyrimidine metabolism
00240	PA5497	Pyrimidine metabolism
00240	PA5541	Pyrimidine metabolism
00250	PA0051	Alanine, aspartate and glutamate metabolism
00250	PA0265	Alanine, aspartate and glutamate metabolism
00250	PA0266	Alanine, aspartate and glutamate metabolism
00250	PA0296	Alanine, aspartate and glutamate metabolism
00250	PA0298	Alanine, aspartate and glutamate metabolism
00250	PA0402	Alanine, aspartate and glutamate metabolism
00250	PA0761	Alanine, aspartate and glutamate metabolism
00250	PA0782	Alanine, aspartate and glutamate metabolism
00250	PA1337	Alanine, aspartate and glutamate metabolism
00250	PA1566	Alanine, aspartate and glutamate metabolism
00250	PA1638	Alanine, aspartate and glutamate metabolism
00250	PA2040	Alanine, aspartate and glutamate metabolism
00250	PA2084	Alanine, aspartate and glutamate metabolism
00250	PA2253	Alanine, aspartate and glutamate metabolism
00250	PA2629	Alanine, aspartate and glutamate metabolism
00250	PA2828	Alanine, aspartate and glutamate metabolism
00250	PA3068	Alanine, aspartate and glutamate metabolism
00250	PA3108	Alanine, aspartate and glutamate metabolism
00250	PA3356	Alanine, aspartate and glutamate metabolism
00250	PA3459	Alanine, aspartate and glutamate metabolism
00250	PA3516	Alanine, aspartate and glutamate metabolism
00250	PA3517	Alanine, aspartate and glutamate metabolism
00250	PA3525	Alanine, aspartate and glutamate metabolism
00250	PA3759	Alanine, aspartate and glutamate metabolism
00250	PA3797	Alanine, aspartate and glutamate metabolism
00250	PA4588	Alanine, aspartate and glutamate metabolism
00250	PA4756	Alanine, aspartate and glutamate metabolism
00250	PA4758	Alanine, aspartate and glutamate metabolism
00250	PA4938	Alanine, aspartate and glutamate metabolism
00250	PA5035	Alanine, aspartate and glutamate metabolism
00250	PA5036	Alanine, aspartate and glutamate metabolism
